session_timestamp,participant_id,task,technique,hand_location,condition_label,condition_index,condition_total,condition_order,condition_sequence_index,condition_sequence_total,tool_id,trial_index_global,trial_index_in_task,trial_result,timed_out,success,completion_time_s,translation_error_cm,rotation_error_deg,scaling_error_pct,time_to_first_within_tol_s,eligible_breaks,error_recovery_time_s,micro_axis_active_duration_s,micro_axis_integral,macro_path_length_m,phone_path_length_m,mode_switch_count
2026-09-08_10-03-01,P03,Rotation,Micro,SideOfBody,Micro - Side Of Body,3,4,1:Micro Near[Micro-Near] > 2:Macro Side[Macro-Side] > 3:Micro Side[Micro-Side] > 4:Macro Near[Macro-Near],3,4,Wrench,23,3,success,0,1,12.76489,,116.0929,,,0,,4.929415,1.727533,,0.163243,2
2026-09-08_10-03-01,P03,Rotation,Micro,SideOfBody,Micro - Side Of Body,3,4,1:Micro Near[Micro-Near] > 2:Macro Side[Macro-Side] > 3:Micro Side[Micro-Side] > 4:Macro Near[Macro-Near],3,4,Tape,24,4,success,0,1,22.06775,,138.6209,,,0,,9.674305,2.95108,,0.212449,0
2026-09-08_10-03-01,P03,Scaling,Micro,SideOfBody,Micro - Side Of Body,3,4,1:Micro Near[Micro-Near] > 2:Macro Side[Macro-Side] > 3:Micro Side[Micro-Side] > 4:Macro Near[Macro-Near],3,4,FireExtinguisher,25,2,success,0,1,11.00391,,,0.702453,3.766113,0,0,3.864609,1.507972,,0.170111,0
2026-09-08_10-03-01,P03,Scaling,Micro,SideOfBody,Micro - Side Of Body,3,4,1:Micro Near[Micro-Near] > 2:Macro Side[Macro-Side] > 3:Micro Side[Micro-Side] > 4:Macro Near[Macro-Near],3,4,Wrench,26,3,success,0,1,9.331299,,,6.058436,6.228271,0,0,4.497556,1.72735,,0.176938,0
2026-09-08_10-03-01,P03,Scaling,Micro,SideOfBody,Micro - Side Of Body,3,4,1:Micro Near[Micro-Near] > 2:Macro Side[Macro-Side] > 3:Micro Side[Micro-Side] > 4:Macro Near[Macro-Near],3,4,Tape,27,4,success,0,1,6.969482,,,9.647024,,0,,2.104027,0.967452,,0.089466,0
2026-09-08_10-03-01,P03,Placement,Macro,NearHead,Macro - Near Head,4,4,1:Micro Near[Micro-Near] > 2:Macro Side[Macro-Side] > 3:Micro Side[Micro-Side] > 4:Macro Near[Macro-Near],3,4,FireExtinguisher,28,2,success,0,1,12.40308,2.522447,,,8.165283,0,0,,,3.715827,2.422859,0
2026-09-08_10-03-01,P03,Placement,Macro,NearHead,Macro - Near Head,4,4,1:Micro Near[Micro-Near] > 2:Macro Side[Macro-Side] > 3:Micro Side[Micro-Side] > 4:Macro Near[Macro-Near],3,4,Wrench,29,3,success,0,1,13.10327,2.128015,,,8.134277,0,0,,,2.434382,1.667416,0
2026-09-08_10-03-01,P03,Placement,Macro,NearHead,Macro - Near Head,4,4,1:Micro Near[Micro-Near] > 2:Macro Side[Macro-Side] > 3:Micro Side[Micro-Side] > 4:Macro Near[Macro-Near],3,4,Tape,30,4,success,0,1,12.78833,1.281515,,,6.551758,0,0,,,3.268444,2.221123,0
2026-09-08_10-03-01,P03,Rotation,Macro,NearHead,Macro - Near Head,4,4,1:Micro Near[Micro-Near] > 2:Macro Side[Macro-Side] > 3:Micro Side[Micro-Side] > 4:Macro Near[Macro-Near],3,4,FireExtinguisher,31,2,success,0,1,20.09448,,13.74608,,6.426758,1,0.433074,,,3.151629,1.992531,0
2026-09-08_10-03-01,P03,Rotation,Macro,NearHead,Macro - Near Head,4,4,1:Micro Near[Micro-Near] > 2:Macro Side[Macro-Side] > 3:Micro Side[Micro-Side] > 4:Macro Near[Macro-Near],3,4,Wrench,32,3,success,0,1,13.802,,22.61669,,,0,,,,2.091194,1.44617,0
2026-09-08_10-03-01,P03,Rotation,Macro,NearHead,Macro - Near Head,4,4,1:Micro Near[Micro-Near] > 2:Macro Side[Macro-Side] > 3:Micro Side[Micro-Side] > 4:Macro Near[Macro-Near],3,4,Tape,33,4,success,0,1,16.02881,,15.91069,,3.464355,0,0,,,1.56503,1.085136,0
2026-09-08_10-03-01,P03,Scaling,Macro,NearHead,Macro - Near Head,4,4,1:Micro Near[Micro-Near] > 2:Macro Side[Macro-Side] > 3:Micro Side[Micro-Side] > 4:Macro Near[Macro-Near],3,4,FireExtinguisher,34,2,success,0,1,9.834229,,,14.02067,,0,,,,1.679636,1.026174,0
2026-09-08_10-03-01,P03,Scaling,Macro,NearHead,Macro - Near Head,4,4,1:Micro Near[Micro-Near] > 2:Macro Side[Macro-Side] > 3:Micro Side[Micro-Side] > 4:Macro Near[Macro-Near],3,4,Wrench,35,3,success,0,1,16.72949,,,11.73978,,0,,,,4.343138,2.948518,0
2026-09-08_10-03-01,P03,Scaling,Macro,NearHead,Macro - Near Head,4,4,1:Micro Near[Micro-Near] > 2:Macro Side[Macro-Side] > 3:Micro Side[Micro-Side] > 4:Macro Near[Macro-Near],3,4,Tape,36,4,success,0,1,17.57568,,,7.799151,13.86304,1,1.159795,,,2.763282,1.88921,0
